Дата;Год;Месяц;День недели №;День недели;Номер недели;День тип
09.10.2020;2020;10;5;Пятница;41;Пятница
10.10.2020;2020;10;6;Суббота;41;Выходной_С
11.10.2020;2020;10;7;Воскресенье;41;Выходной_В
12.10.2020;2020;10;1;Понедельник;42;Рабочий
13.10.2020;2020;10;2;Вторник;42;Рабочий
14.10.2020;2020;10;3;Среда;42;Рабочий
15.10.2020;2020;10;4;Четверг;42;Рабочий
16.10.2020;2020;10;5;Пятница;42;Пятница
17.10.2020;2020;10;6;Суббота;42;Выходной_С
18.10.2020;2020;10;7;Воскресенье;42;Выходной_В
19.10.2020;2020;10;1;Понедельник;43;Рабочий
20.10.2020;2020;10;2;Вторник;43;Рабочий
21.10.2020;2020;10;3;Среда;43;Рабочий
22.10.2020;2020;10;4;Четверг;43;Рабочий
23.10.2020;2020;10;5;Пятница;43;Пятница
24.10.2020;2020;10;6;Суббота;43;Выходной_С
25.10.2020;2020;10;7;Воскресенье;43;Выходной_В
26.10.2020;2020;10;1;Понедельник;44;Рабочий
27.10.2020;2020;10;2;Вторник;44;Рабочий
28.10.2020;2020;10;3;Среда;44;Рабочий
29.10.2020;2020;10;4;Четверг;44;Рабочий
30.10.2020;2020;10;5;Пятница;44;Пятница
31.10.2020;2020;10;6;Суббота;44;Выходной_С
01.11.2020;2020;11;7;Воскресенье;44;Выходной_В
02.11.2020;2020;11;1;Понедельник;45;Рабочий
03.11.2020;2020;11;2;Вторник;45;Пятница
04.11.2020;2020;11;3;Среда;45;Выходной_В
05.11.2020;2020;11;4;Четверг;45;Рабочий
06.11.2020;2020;11;5;Пятница;45;Пятница
07.11.2020;2020;11;6;Суббота;45;Выходной_С
08.11.2020;2020;11;7;Воскресенье;45;Выходной_В
09.11.2020;2020;11;1;Понедельник;46;Рабочий
10.11.2020;2020;11;2;Вторник;46;Рабочий
11.11.2020;2020;11;3;Среда;46;Рабочий
12.11.2020;2020;11;4;Четверг;46;Рабочий
13.11.2020;2020;11;5;Пятница;46;Пятница
14.11.2020;2020;11;6;Суббота;46;Выходной_С
15.11.2020;2020;11;7;Воскресенье;46;Выходной_В
16.11.2020;2020;11;1;Понедельник;47;Рабочий
17.11.2020;2020;11;2;Вторник;47;Рабочий
18.11.2020;2020;11;3;Среда;47;Рабочий
19.11.2020;2020;11;4;Четверг;47;Рабочий
20.11.2020;2020;11;5;Пятница;47;Пятница
21.11.2020;2020;11;6;Суббота;47;Выходной_С
22.11.2020;2020;11;7;Воскресенье;47;Выходной_В
23.11.2020;2020;11;1;Понедельник;48;Рабочий
24.11.2020;2020;11;2;Вторник;48;Рабочий
25.11.2020;2020;11;3;Среда;48;Рабочий
26.11.2020;2020;11;4;Четверг;48;Рабочий
27.11.2020;2020;11;5;Пятница;48;Пятница
28.11.2020;2020;11;6;Суббота;48;Выходной_С
29.11.2020;2020;11;7;Воскресенье;48;Выходной_В
30.11.2020;2020;11;1;Понедельник;49;Рабочий
01.12.2020;2020;12;2;Вторник;49;Рабочий
02.12.2020;2020;12;3;Среда;49;Рабочий
03.12.2020;2020;12;4;Четверг;49;Рабочий
04.12.2020;2020;12;5;Пятница;49;Пятница
05.12.2020;2020;12;6;Суббота;49;Выходной_С
06.12.2020;2020;12;7;Воскресенье;49;Выходной_В
07.12.2020;2020;12;1;Понедельник;50;Рабочий
08.12.2020;2020;12;2;Вторник;50;Рабочий
09.12.2020;2020;12;3;Среда;50;Рабочий
10.12.2020;2020;12;4;Четверг;50;Рабочий
11.12.2020;2020;12;5;Пятница;50;Пятница
12.12.2020;2020;12;6;Суббота;50;Выходной_С
13.12.2020;2020;12;7;Воскресенье;50;Выходной_В
14.12.2020;2020;12;1;Понедельник;51;Рабочий
15.12.2020;2020;12;2;Вторник;51;Рабочий
16.12.2020;2020;12;3;Среда;51;Рабочий
17.12.2020;2020;12;4;Четверг;51;Рабочий
18.12.2020;2020;12;5;Пятница;51;Пятница
19.12.2020;2020;12;6;Суббота;51;Выходной_С
20.12.2020;2020;12;7;Воскресенье;51;Выходной_В
21.12.2020;2020;12;1;Понедельник;52;Рабочий
22.12.2020;2020;12;2;Вторник;52;Рабочий
23.12.2020;2020;12;3;Среда;52;Рабочий
24.12.2020;2020;12;4;Четверг;52;Рабочий
25.12.2020;2020;12;5;Пятница;52;Пятница
26.12.2020;2020;12;6;Суббота;52;Выходной_С
27.12.2020;2020;12;7;Воскресенье;52;Выходной_В
28.12.2020;2020;12;1;Понедельник;53;Рабочий
29.12.2020;2020;12;2;Вторник;53;Рабочий
30.12.2020;2020;12;3;Среда;53;Рабочий
31.12.2020;2020;12;4;Четверг;53;Рабочий
01.01.2021;2021;1;5;Пятница;0;Пятница
02.01.2021;2021;1;6;Суббота;0;Выходной_С
03.01.2021;2021;1;7;Воскресенье;0;Выходной_В
04.01.2021;2021;1;1;Понедельник;1;Рабочий
05.01.2021;2021;1;2;Вторник;1;Рабочий
06.01.2021;2021;1;3;Среда;1;Рабочий
07.01.2021;2021;1;4;Четверг;1;Рабочий
08.01.2021;2021;1;5;Пятница;1;Пятница
09.01.2021;2021;1;6;Суббота;1;Выходной_С
10.01.2021;2021;1;7;Воскресенье;1;Выходной_В
11.01.2021;2021;1;1;Понедельник;2;Рабочий
12.01.2021;2021;1;2;Вторник;2;Рабочий
13.01.2021;2021;1;3;Среда;2;Рабочий
14.01.2021;2021;1;4;Четверг;2;Рабочий
15.01.2021;2021;1;5;Пятница;2;Пятница
16.01.2021;2021;1;6;Суббота;2;Выходной_С
17.01.2021;2021;1;7;Воскресенье;2;Выходной_В
18.01.2021;2021;1;1;Понедельник;3;Рабочий
19.01.2021;2021;1;2;Вторник;3;Рабочий
20.01.2021;2021;1;3;Среда;3;Рабочий
21.01.2021;2021;1;4;Четверг;3;Рабочий
22.01.2021;2021;1;5;Пятница;3;Пятница
23.01.2021;2021;1;6;Суббота;3;Выходной_С
24.01.2021;2021;1;7;Воскресенье;3;Выходной_В
25.01.2021;2021;1;1;Понедельник;4;Рабочий
26.01.2021;2021;1;2;Вторник;4;Рабочий
27.01.2021;2021;1;3;Среда;4;Рабочий
28.01.2021;2021;1;4;Четверг;4;Рабочий
29.01.2021;2021;1;5;Пятница;4;Пятница
30.01.2021;2021;1;6;Суббота;4;Выходной_С
31.01.2021;2021;1;7;Воскресенье;4;Выходной_В
01.02.2021;2021;2;1;Понедельник;5;Рабочий
02.02.2021;2021;2;2;Вторник;5;Рабочий
03.02.2021;2021;2;3;Среда;5;Рабочий
04.02.2021;2021;2;4;Четверг;5;Рабочий
05.02.2021;2021;2;5;Пятница;5;Пятница
06.02.2021;2021;2;6;Суббота;5;Выходной_С
07.02.2021;2021;2;7;Воскресенье;5;Выходной_В
08.02.2021;2021;2;1;Понедельник;6;Рабочий
09.02.2021;2021;2;2;Вторник;6;Рабочий
10.02.2021;2021;2;3;Среда;6;Рабочий
11.02.2021;2021;2;4;Четверг;6;Рабочий
12.02.2021;2021;2;5;Пятница;6;Пятница
13.02.2021;2021;2;6;Суббота;6;Выходной_С
14.02.2021;2021;2;7;Воскресенье;6;Выходной_В
15.02.2021;2021;2;1;Понедельник;7;Рабочий
16.02.2021;2021;2;2;Вторник;7;Рабочий
17.02.2021;2021;2;3;Среда;7;Рабочий
18.02.2021;2021;2;4;Четверг;7;Рабочий
19.02.2021;2021;2;5;Пятница;7;Рабочий
20.02.2021;2021;2;6;Суббота;7;Пятница
21.02.2021;2021;2;7;Воскресенье;7;Выходной_С
22.02.2021;2021;2;1;Понедельник;8;Выходной_С
23.02.2021;2021;2;2;Вторник;8;Выходной_В
24.02.2021;2021;2;3;Среда;8;Рабочий
25.02.2021;2021;2;4;Четверг;8;Рабочий
26.02.2021;2021;2;5;Пятница;8;Пятница
27.02.2021;2021;2;6;Суббота;8;Выходной_С
28.02.2021;2021;2;7;Воскресенье;8;Выходной_В
01.03.2021;2021;3;1;Понедельник;9;Рабочий
02.03.2021;2021;3;2;Вторник;9;Рабочий
03.03.2021;2021;3;3;Среда;9;Рабочий
04.03.2021;2021;3;4;Четверг;9;Рабочий
05.03.2021;2021;3;5;Пятница;9;Пятница
06.03.2021;2021;3;6;Суббота;9;Выходной_С
07.03.2021;2021;3;7;Воскресенье;9;Выходной_С
08.03.2021;2021;3;1;Понедельник;10;Выходной_В
09.03.2021;2021;3;2;Вторник;10;Рабочий
10.03.2021;2021;3;3;Среда;10;Рабочий
11.03.2021;2021;3;4;Четверг;10;Рабочий
12.03.2021;2021;3;5;Пятница;10;Пятница
13.03.2021;2021;3;6;Суббота;10;Выходной_С
14.03.2021;2021;3;7;Воскресенье;10;Выходной_В
15.03.2021;2021;3;1;Понедельник;11;Рабочий
16.03.2021;2021;3;2;Вторник;11;Рабочий
17.03.2021;2021;3;3;Среда;11;Рабочий
18.03.2021;2021;3;4;Четверг;11;Рабочий
19.03.2021;2021;3;5;Пятница;11;Пятница
20.03.2021;2021;3;6;Суббота;11;Выходной_С
21.03.2021;2021;3;7;Воскресенье;11;Выходной_В
22.03.2021;2021;3;1;Понедельник;12;Рабочий
23.03.2021;2021;3;2;Вторник;12;Рабочий
24.03.2021;2021;3;3;Среда;12;Рабочий
25.03.2021;2021;3;4;Четверг;12;Рабочий
26.03.2021;2021;3;5;Пятница;12;Пятница
27.03.2021;2021;3;6;Суббота;12;Выходной_С
28.03.2021;2021;3;7;Воскресенье;12;Выходной_В
29.03.2021;2021;3;1;Понедельник;13;Рабочий
30.03.2021;2021;3;2;Вторник;13;Рабочий
31.03.2021;2021;3;3;Среда;13;Рабочий
01.04.2021;2021;4;4;Четверг;13;Рабочий
02.04.2021;2021;4;5;Пятница;13;Пятница
03.04.2021;2021;4;6;Суббота;13;Выходной_С
04.04.2021;2021;4;7;Воскресенье;13;Выходной_В
05.04.2021;2021;4;1;Понедельник;14;Рабочий
06.04.2021;2021;4;2;Вторник;14;Рабочий
07.04.2021;2021;4;3;Среда;14;Рабочий
08.04.2021;2021;4;4;Четверг;14;Рабочий
09.04.2021;2021;4;5;Пятница;14;Пятница
10.04.2021;2021;4;6;Суббота;14;Выходной_С
11.04.2021;2021;4;7;Воскресенье;14;Выходной_В
12.04.2021;2021;4;1;Понедельник;15;Рабочий
13.04.2021;2021;4;2;Вторник;15;Рабочий
14.04.2021;2021;4;3;Среда;15;Рабочий
15.04.2021;2021;4;4;Четверг;15;Рабочий
16.04.2021;2021;4;5;Пятница;15;Пятница
17.04.2021;2021;4;6;Суббота;15;Выходной_С
18.04.2021;2021;4;7;Воскресенье;15;Выходной_В
19.04.2021;2021;4;1;Понедельник;16;Рабочий
20.04.2021;2021;4;2;Вторник;16;Рабочий
21.04.2021;2021;4;3;Среда;16;Рабочий
22.04.2021;2021;4;4;Четверг;16;Рабочий
23.04.2021;2021;4;5;Пятница;16;Пятница
24.04.2021;2021;4;6;Суббота;16;Выходной_С
25.04.2021;2021;4;7;Воскресенье;16;Выходной_В
26.04.2021;2021;4;1;Понедельник;17;Рабочий
27.04.2021;2021;4;2;Вторник;17;Рабочий
28.04.2021;2021;4;3;Среда;17;Рабочий
29.04.2021;2021;4;4;Четверг;17;Рабочий
30.04.2021;2021;4;5;Пятница;17;Пятница
01.05.2021;2021;5;6;Суббота;17;Выходной_С
02.05.2021;2021;5;7;Воскресенье;17;Выходной_С
03.05.2021;2021;5;1;Понедельник;18;Выходной_В
04.05.2021;2021;5;2;Вторник;18;Рабочий
05.05.2021;2021;5;3;Среда;18;Рабочий
06.05.2021;2021;5;4;Четверг;18;Рабочий
07.05.2021;2021;5;5;Пятница;18;Пятница
08.05.2021;2021;5;6;Суббота;18;Выходной_С
09.05.2021;2021;5;7;Воскресенье;18;Выходной_С
10.05.2021;2021;5;1;Понедельник;19;Выходной_В
11.05.2021;2021;5;2;Вторник;19;Рабочий
12.05.2021;2021;5;3;Среда;19;Рабочий
13.05.2021;2021;5;4;Четверг;19;Рабочий
14.05.2021;2021;5;5;Пятница;19;Пятница
15.05.2021;2021;5;6;Суббота;19;Выходной_С
16.05.2021;2021;5;7;Воскресенье;19;Выходной_В
17.05.2021;2021;5;1;Понедельник;20;Рабочий
18.05.2021;2021;5;2;Вторник;20;Рабочий
19.05.2021;2021;5;3;Среда;20;Рабочий
20.05.2021;2021;5;4;Четверг;20;Рабочий
21.05.2021;2021;5;5;Пятница;20;Пятница
22.05.2021;2021;5;6;Суббота;20;Выходной_С
23.05.2021;2021;5;7;Воскресенье;20;Выходной_В
24.05.2021;2021;5;1;Понедельник;21;Рабочий
25.05.2021;2021;5;2;Вторник;21;Рабочий
26.05.2021;2021;5;3;Среда;21;Рабочий
27.05.2021;2021;5;4;Четверг;21;Рабочий
28.05.2021;2021;5;5;Пятница;21;Пятница
29.05.2021;2021;5;6;Суббота;21;Выходной_С
30.05.2021;2021;5;7;Воскресенье;21;Выходной_В
31.05.2021;2021;5;1;Понедельник;22;Рабочий
01.06.2021;2021;6;2;Вторник;22;Рабочий
02.06.2021;2021;6;3;Среда;22;Рабочий
03.06.2021;2021;6;4;Четверг;22;Рабочий
04.06.2021;2021;6;5;Пятница;22;Пятница
05.06.2021;2021;6;6;Суббота;22;Выходной_С
06.06.2021;2021;6;7;Воскресенье;22;Выходной_В
07.06.2021;2021;6;1;Понедельник;23;Рабочий
08.06.2021;2021;6;2;Вторник;23;Рабочий
09.06.2021;2021;6;3;Среда;23;Рабочий
10.06.2021;2021;6;4;Четверг;23;Рабочий
11.06.2021;2021;6;5;Пятница;23;Пятница
12.06.2021;2021;6;6;Суббота;23;Выходной_С
13.06.2021;2021;6;7;Воскресенье;23;Выходной_С
14.06.2021;2021;6;1;Понедельник;24;Выходной_В
15.06.2021;2021;6;2;Вторник;24;Рабочий
16.06.2021;2021;6;3;Среда;24;Рабочий
17.06.2021;2021;6;4;Четверг;24;Рабочий
18.06.2021;2021;6;5;Пятница;24;Пятница
19.06.2021;2021;6;6;Суббота;24;Выходной_С
20.06.2021;2021;6;7;Воскресенье;24;Выходной_В
21.06.2021;2021;6;1;Понедельник;25;Рабочий
22.06.2021;2021;6;2;Вторник;25;Рабочий
23.06.2021;2021;6;3;Среда;25;Рабочий
24.06.2021;2021;6;4;Четверг;25;Рабочий
25.06.2021;2021;6;5;Пятница;25;Пятница
26.06.2021;2021;6;6;Суббота;25;Выходной_С
27.06.2021;2021;6;7;Воскресенье;25;Выходной_В
28.06.2021;2021;6;1;Понедельник;26;Рабочий
29.06.2021;2021;6;2;Вторник;26;Рабочий
30.06.2021;2021;6;3;Среда;26;Рабочий
01.07.2021;2021;7;4;Четверг;26;Рабочий
02.07.2021;2021;7;5;Пятница;26;Пятница
03.07.2021;2021;7;6;Суббота;26;Выходной_С
04.07.2021;2021;7;7;Воскресенье;26;Выходной_В
05.07.2021;2021;7;1;Понедельник;27;Рабочий
06.07.2021;2021;7;2;Вторник;27;Рабочий
07.07.2021;2021;7;3;Среда;27;Рабочий
08.07.2021;2021;7;4;Четверг;27;Рабочий
09.07.2021;2021;7;5;Пятница;27;Пятница
10.07.2021;2021;7;6;Суббота;27;Выходной_С
11.07.2021;2021;7;7;Воскресенье;27;Выходной_В
12.07.2021;2021;7;1;Понедельник;28;Рабочий
13.07.2021;2021;7;2;Вторник;28;Рабочий
14.07.2021;2021;7;3;Среда;28;Рабочий
15.07.2021;2021;7;4;Четверг;28;Рабочий
16.07.2021;2021;7;5;Пятница;28;Пятница
17.07.2021;2021;7;6;Суббота;28;Выходной_С
18.07.2021;2021;7;7;Воскресенье;28;Выходной_В
19.07.2021;2021;7;1;Понедельник;29;Рабочий
20.07.2021;2021;7;2;Вторник;29;Рабочий
21.07.2021;2021;7;3;Среда;29;Рабочий
22.07.2021;2021;7;4;Четверг;29;Рабочий
23.07.2021;2021;7;5;Пятница;29;Пятница
24.07.2021;2021;7;6;Суббота;29;Выходной_С
25.07.2021;2021;7;7;Воскресенье;29;Выходной_В
26.07.2021;2021;7;1;Понедельник;30;Рабочий
27.07.2021;2021;7;2;Вторник;30;Рабочий
28.07.2021;2021;7;3;Среда;30;Рабочий
29.07.2021;2021;7;4;Четверг;30;Рабочий
30.07.2021;2021;7;5;Пятница;30;Пятница
31.07.2021;2021;7;6;Суббота;30;Выходной_С
01.08.2021;2021;8;7;Воскресенье;30;Выходной_В
02.08.2021;2021;8;1;Понедельник;31;Рабочий
03.08.2021;2021;8;2;Вторник;31;Рабочий
04.08.2021;2021;8;3;Среда;31;Рабочий
05.08.2021;2021;8;4;Четверг;31;Рабочий
06.08.2021;2021;8;5;Пятница;31;Пятница
07.08.2021;2021;8;6;Суббота;31;Выходной_С
08.08.2021;2021;8;7;Воскресенье;31;Выходной_В
09.08.2021;2021;8;1;Понедельник;32;Рабочий
10.08.2021;2021;8;2;Вторник;32;Рабочий
11.08.2021;2021;8;3;Среда;32;Рабочий
12.08.2021;2021;8;4;Четверг;32;Рабочий
13.08.2021;2021;8;5;Пятница;32;Пятница
14.08.2021;2021;8;6;Суббота;32;Выходной_С
15.08.2021;2021;8;7;Воскресенье;32;Выходной_В
16.08.2021;2021;8;1;Понедельник;33;Рабочий
17.08.2021;2021;8;2;Вторник;33;Рабочий
18.08.2021;2021;8;3;Среда;33;Рабочий
19.08.2021;2021;8;4;Четверг;33;Рабочий
20.08.2021;2021;8;5;Пятница;33;Пятница
21.08.2021;2021;8;6;Суббота;33;Выходной_С
22.08.2021;2021;8;7;Воскресенье;33;Выходной_В
23.08.2021;2021;8;1;Понедельник;34;Рабочий
24.08.2021;2021;8;2;Вторник;34;Рабочий
25.08.2021;2021;8;3;Среда;34;Рабочий
26.08.2021;2021;8;4;Четверг;34;Рабочий
27.08.2021;2021;8;5;Пятница;34;Пятница
28.08.2021;2021;8;6;Суббота;34;Выходной_С
29.08.2021;2021;8;7;Воскресенье;34;Выходной_В
30.08.2021;2021;8;1;Понедельник;35;Рабочий
31.08.2021;2021;8;2;Вторник;35;Рабочий
01.09.2021;2021;9;3;Среда;35;Рабочий
02.09.2021;2021;9;4;Четверг;35;Рабочий
03.09.2021;2021;9;5;Пятница;35;Пятница
04.09.2021;2021;9;6;Суббота;35;Выходной_С
05.09.2021;2021;9;7;Воскресенье;35;Выходной_В
06.09.2021;2021;9;1;Понедельник;36;Рабочий
07.09.2021;2021;9;2;Вторник;36;Рабочий
08.09.2021;2021;9;3;Среда;36;Рабочий
09.09.2021;2021;9;4;Четверг;36;Рабочий
10.09.2021;2021;9;5;Пятница;36;Пятница
11.09.2021;2021;9;6;Суббота;36;Выходной_С
12.09.2021;2021;9;7;Воскресенье;36;Выходной_В
13.09.2021;2021;9;1;Понедельник;37;Рабочий
14.09.2021;2021;9;2;Вторник;37;Рабочий
15.09.2021;2021;9;3;Среда;37;Рабочий
16.09.2021;2021;9;4;Четверг;37;Рабочий
17.09.2021;2021;9;5;Пятница;37;Пятница
18.09.2021;2021;9;6;Суббота;37;Выходной_С
19.09.2021;2021;9;7;Воскресенье;37;Выходной_В
20.09.2021;2021;9;1;Понедельник;38;Рабочий
21.09.2021;2021;9;2;Вторник;38;Рабочий
22.09.2021;2021;9;3;Среда;38;Рабочий
23.09.2021;2021;9;4;Четверг;38;Рабочий
24.09.2021;2021;9;5;Пятница;38;Пятница
25.09.2021;2021;9;6;Суббота;38;Выходной_С
26.09.2021;2021;9;7;Воскресенье;38;Выходной_В
27.09.2021;2021;9;1;Понедельник;39;Рабочий
28.09.2021;2021;9;2;Вторник;39;Рабочий
29.09.2021;2021;9;3;Среда;39;Рабочий
30.09.2021;2021;9;4;Четверг;39;Рабочий
01.10.2021;2021;10;5;Пятница;39;Пятница
02.10.2021;2021;10;6;Суббота;39;Выходной_С
03.10.2021;2021;10;7;Воскресенье;39;Выходной_В
04.10.2021;2021;10;1;Понедельник;40;Рабочий
05.10.2021;2021;10;2;Вторник;40;Рабочий
06.10.2021;2021;10;3;Среда;40;Рабочий
07.10.2021;2021;10;4;Четверг;40;Рабочий
08.10.2021;2021;10;5;Пятница;40;Пятница
09.10.2021;2021;10;6;Суббота;40;Выходной_С
10.10.2021;2021;10;7;Воскресенье;40;Выходной_В
11.10.2021;2021;10;1;Понедельник;41;Рабочий
12.10.2021;2021;10;2;Вторник;41;Рабочий
13.10.2021;2021;10;3;Среда;41;Рабочий
14.10.2021;2021;10;4;Четверг;41;Рабочий
15.10.2021;2021;10;5;Пятница;41;Пятница
16.10.2021;2021;10;6;Суббота;41;Выходной_С
17.10.2021;2021;10;7;Воскресенье;41;Выходной_В
18.10.2021;2021;10;1;Понедельник;42;Рабочий
19.10.2021;2021;10;2;Вторник;42;Рабочий
20.10.2021;2021;10;3;Среда;42;Рабочий
21.10.2021;2021;10;4;Четверг;42;Рабочий
22.10.2021;2021;10;5;Пятница;42;Пятница
23.10.2021;2021;10;6;Суббота;42;Выходной_С
24.10.2021;2021;10;7;Воскресенье;42;Выходной_В
25.10.2021;2021;10;1;Понедельник;43;Рабочий
26.10.2021;2021;10;2;Вторник;43;Рабочий
27.10.2021;2021;10;3;Среда;43;Рабочий
28.10.2021;2021;10;4;Четверг;43;Рабочий
29.10.2021;2021;10;5;Пятница;43;Пятница
30.10.2021;2021;10;6;Суббота;43;Выходной_С
31.10.2021;2021;10;7;Воскресенье;43;Выходной_В
01.11.2021;2021;11;1;Понедельник;44;Рабочий
02.11.2021;2021;11;2;Вторник;44;Рабочий
03.11.2021;2021;11;3;Среда;44;Пятница
04.11.2021;2021;11;4;Четверг;44;Выходной_С
05.11.2021;2021;11;5;Пятница;44;Выходной_С
06.11.2021;2021;11;6;Суббота;44;Выходной_С
07.11.2021;2021;11;7;Воскресенье;44;Выходной_В
08.11.2021;2021;11;1;Понедельник;45;Рабочий
09.11.2021;2021;11;2;Вторник;45;Рабочий
10.11.2021;2021;11;3;Среда;45;Рабочий
11.11.2021;2021;11;4;Четверг;45;Рабочий
12.11.2021;2021;11;5;Пятница;45;Пятница
13.11.2021;2021;11;6;Суббота;45;Выходной_С
14.11.2021;2021;11;7;Воскресенье;45;Выходной_В
15.11.2021;2021;11;1;Понедельник;46;Рабочий
16.11.2021;2021;11;2;Вторник;46;Рабочий
17.11.2021;2021;11;3;Среда;46;Рабочий
18.11.2021;2021;11;4;Четверг;46;Рабочий
19.11.2021;2021;11;5;Пятница;46;Пятница
20.11.2021;2021;11;6;Суббота;46;Выходной_С
21.11.2021;2021;11;7;Воскресенье;46;Выходной_В
22.11.2021;2021;11;1;Понедельник;47;Рабочий
23.11.2021;2021;11;2;Вторник;47;Рабочий
24.11.2021;2021;11;3;Среда;47;Рабочий
25.11.2021;2021;11;4;Четверг;47;Рабочий
26.11.2021;2021;11;5;Пятница;47;Пятница
27.11.2021;2021;11;6;Суббота;47;Выходной_С
28.11.2021;2021;11;7;Воскресенье;47;Выходной_В
29.11.2021;2021;11;1;Понедельник;48;Рабочий
30.11.2021;2021;11;2;Вторник;48;Рабочий
01.12.2021;2021;12;3;Среда;48;Рабочий
02.12.2021;2021;12;4;Четверг;48;Рабочий
03.12.2021;2021;12;5;Пятница;48;Пятница
04.12.2021;2021;12;6;Суббота;48;Выходной_С
05.12.2021;2021;12;7;Воскресенье;48;Выходной_В
06.12.2021;2021;12;1;Понедельник;49;Рабочий
07.12.2021;2021;12;2;Вторник;49;Рабочий
08.12.2021;2021;12;3;Среда;49;Рабочий
09.12.2021;2021;12;4;Четверг;49;Рабочий
10.12.2021;2021;12;5;Пятница;49;Пятница
11.12.2021;2021;12;6;Суббота;49;Выходной_С
12.12.2021;2021;12;7;Воскресенье;49;Выходной_В
13.12.2021;2021;12;1;Понедельник;50;Рабочий
14.12.2021;2021;12;2;Вторник;50;Рабочий
15.12.2021;2021;12;3;Среда;50;Рабочий
16.12.2021;2021;12;4;Четверг;50;Рабочий
17.12.2021;2021;12;5;Пятница;50;Пятница
18.12.2021;2021;12;6;Суббота;50;Выходной_С
19.12.2021;2021;12;7;Воскресенье;50;Выходной_В
20.12.2021;2021;12;1;Понедельник;51;Рабочий
21.12.2021;2021;12;2;Вторник;51;Рабочий
22.12.2021;2021;12;3;Среда;51;Рабочий
23.12.2021;2021;12;4;Четверг;51;Рабочий
24.12.2021;2021;12;5;Пятница;51;Пятница
25.12.2021;2021;12;6;Суббота;51;Выходной_С
26.12.2021;2021;12;7;Воскресенье;51;Выходной_В
27.12.2021;2021;12;1;Понедельник;52;Рабочий
28.12.2021;2021;12;2;Вторник;52;Рабочий
29.12.2021;2021;12;3;Среда;52;Рабочий
30.12.2021;2021;12;4;Четверг;52;Пятница
31.12.2021;2021;12;5;Пятница;52;Выходной_С
01.01.2022;2022;1;6;Суббота;0;Выходной_С_new
02.01.2022;2022;1;7;Воскресенье;0;Выходной_В_new
03.01.2022;2022;1;1;Понедельник;1;Рабочий_new
04.01.2022;2022;1;2;Вторник;1;Рабочий_new
05.01.2022;2022;1;3;Среда;1;Рабочий_new
06.01.2022;2022;1;4;Четверг;1;Рабочий_new
07.01.2022;2022;1;5;Пятница;1;Пятница_new
08.01.2022;2022;1;6;Суббота;1;Выходной_С_new
09.01.2022;2022;1;7;Воскресенье;1;Выходной_В_new
10.01.2022;2022;1;1;Понедельник;2;Рабочий_new
11.01.2022;2022;1;2;Вторник;2;Рабочий_new
12.01.2022;2022;1;3;Среда;2;Рабочий_new
13.01.2022;2022;1;4;Четверг;2;Рабочий_new
14.01.2022;2022;1;5;Пятница;2;Пятница_new
15.01.2022;2022;1;6;Суббота;2;Выходной_С_new
16.01.2022;2022;1;7;Воскресенье;2;Выходной_В_new
17.01.2022;2022;1;1;Понедельник;3;Рабочий_new
18.01.2022;2022;1;2;Вторник;3;Рабочий_new
19.01.2022;2022;1;3;Среда;3;Рабочий_new
20.01.2022;2022;1;4;Четверг;3;Рабочий_new
21.01.2022;2022;1;5;Пятница;3;Пятница_new
22.01.2022;2022;1;6;Суббота;3;Выходной_С_new
23.01.2022;2022;1;7;Воскресенье;3;Выходной_В_new
24.01.2022;2022;1;1;Понедельник;4;Рабочий_new
25.01.2022;2022;1;2;Вторник;4;Рабочий_new
26.01.2022;2022;1;3;Среда;4;Рабочий_new
27.01.2022;2022;1;4;Четверг;4;Рабочий_new
28.01.2022;2022;1;5;Пятница;4;Пятница_new
29.01.2022;2022;1;6;Суббота;4;Выходной_С_new
30.01.2022;2022;1;7;Воскресенье;4;Выходной_В_new
31.01.2022;2022;1;1;Понедельник;5;Рабочий_new
01.02.2022;2022;2;2;Вторник;5;Рабочий_new
02.02.2022;2022;2;3;Среда;5;Рабочий_new
03.02.2022;2022;2;4;Четверг;5;Рабочий_new
04.02.2022;2022;2;5;Пятница;5;Пятница_new
05.02.2022;2022;2;6;Суббота;5;Выходной_С_new
06.02.2022;2022;2;7;Воскресенье;5;Выходной_В_new
07.02.2022;2022;2;1;Понедельник;6;Рабочий_new
08.02.2022;2022;2;2;Вторник;6;Рабочий_new
09.02.2022;2022;2;3;Среда;6;Рабочий_new
10.02.2022;2022;2;4;Четверг;6;Рабочий_new
11.02.2022;2022;2;5;Пятница;6;Пятница_new
12.02.2022;2022;2;6;Суббота;6;Выходной_С_new
13.02.2022;2022;2;7;Воскресенье;6;Выходной_В_new
14.02.2022;2022;2;1;Понедельник;7;Рабочий_new
15.02.2022;2022;2;2;Вторник;7;Рабочий_new
16.02.2022;2022;2;3;Среда;7;Рабочий_new
17.02.2022;2022;2;4;Четверг;7;Рабочий_new
18.02.2022;2022;2;5;Пятница;7;Пятница_new
19.02.2022;2022;2;6;Суббота;7;Выходной_С_new
20.02.2022;2022;2;7;Воскресенье;7;Выходной_В_new
21.02.2022;2022;2;1;Понедельник;8;Рабочий_new
22.02.2022;2022;2;2;Вторник;8;Пятница_new
23.02.2022;2022;2;3;Среда;8;Выходной_В_new
24.02.2022;2022;2;4;Четверг;8;Рабочий_new
